Book-Id,ISBN,Book-Title,Book-Author,Publisher,Year-Of-Publication,categories,description,Image-URL-S,Image-URL-M,Image-URL-L
971,0345377966,"The Proud Highway: Saga of a Desperate Southern Gentleman 1955-1967 (The Fear and Loathing Letters , Vol 1)",Hunter S. Thompson,Ballantine Books,1998,Biography & Autobiography,The private correspondence of America's outlaw journalist looks at Thompson's personal relationships from the mid-1950s through 1967,http://images.amazon.com/images/P/0345377966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345377966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345377966.01.LZZZZZZZ.jpg
972,0735611319,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,Microsoft Press,2000,Computers,A discussion of the history and future of coding theory celebrates the ingenuity of language systems and their uses from Braille and Morse code through binary codes to 32-bit operating systems.,http://images.amazon.com/images/P/0735611319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0735611319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0735611319.01.LZZZZZZZ.jpg
973,0446673781,One L : The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,Warner Books,1997,Law,"Newsweek calls him ""an extraordinarily canny and empathetic observer."" In bestseller after bestseller, Turow uses his background as a lawyer to create suspense fiction so authentic it reads with the hammering impact of fact. But before he became a worldwide sensation, Scott Turow wrote a book that is entirely true, the account of his own searing indoctrination into the field of law called ... The first year of law school is an intellectual and emotional ordeal so grueling that it ensures only the fittest survive. Now Scott Turow takes you inside the oldest and most prestigious law school in the country when he becomes a ""One L,"" as entering students are known at Harvard Law School. In a book that became a national bestseller, a law school primer, and a classic autobiography, he brings to life the fascinating, shocking reality of that first year. Provocative and riveting, One L reveals the experience directly from the combat zone: the humiliations, triumphs, hazings, betrayals, and challenges that will make him a lawyer-and forever change Turow's mind, test his principles, and expose his heart.",http://images.amazon.com/images/P/0446673781.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446673781.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446673781.01.LZZZZZZZ.jpg
974,0515133086,Beyond Seduction,Emma Holly,Jove Books,2002,Fiction,"To avoid an unwanted marriage, Merry Vance comes up with a scandalous scheme to get rid of her long-time suitor--she will break all the rules of English society by posing nude for Nicholas Craven, London's most sought-after and notorious artist. Original.",http://images.amazon.com/images/P/0515133086.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133086.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133086.01.LZZZZZZZ.jpg
975,0380784912,The Night Remembers,Kathleen Eagle,HarperTorch,1998,Fiction,"Having fled halfway across the country to escape her heartbreaking past, Angela Prescott finds salvation in the embrace of Jesse Brown Wolf, a repairman of Native American descent whose existence is shrouded in mystery, maybe even magic. Reprint.",http://images.amazon.com/images/P/0380784912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380784912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380784912.01.LZZZZZZZ.jpg
976,0380776049,To Love a Dark Lord (An Avon Romantic Treasure),Anne Stuart,Harper Mass Market Paperbacks (Mm),1994,Fiction,"Unable to figure out why indifferent scoundrel James Killoran accepts responsibility for a desperate crime she committed herself, Emma Langolet attempts to make James let go of his roguish exterior and show her the gentle man inside. Original.",http://images.amazon.com/images/P/0380776049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380776049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380776049.01.LZZZZZZZ.jpg
977,0399150218,Hercule Poirot's Casebook,Agatha Christie,Putnam Pub Group,2004,Detective and mystery stories,"Here, for the first time in one volume, is the complete collection of fifty stories about Hercule Poirot.",http://images.amazon.com/images/P/0399150218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399150218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399150218.01.LZZZZZZZ.jpg
978,0671704648,Cyclops (Clive Cussler),Clive Cussler,Pocket,1989,Fiction,A secret moon base called the Jersey Colony constructed by a group of powerful Americans and a secret American/Cuban pact between the president and Fidel Castro challenges all of Dirk Pitt's incomparable skills,http://images.amazon.com/images/P/0671704648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671704648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671704648.01.LZZZZZZZ.jpg
979,1853260738,Moll Flanders,Daniel Defoe,NTC/Contemporary Publishing Company,1999,Fiction,"With an Introduction and Notes by R.T.Jones, Honorary Fellow of the University of York. The novel follows the life of its eponymous heroine, Moll Flanders, through its many vicissitudes, which include her early seduction, careers in crime and prostitution, conviction for theft and transportation to the plantations of Virginia, and her ultimate redemption and prosperity in the New World. 'Moll Flanders' was one of the first social novels to be published in English and draws heavily on Defoe's experience of the topography and social conditions prevailing in the London of the late 17th century. AUTHOR: Born Daniel Foe in London in 1660, Defoe was a prodigious writer on many subjects, producing over 500 books, pamphlets and articles. He is now remembered for his novels, primarily 'The Life and Strange Suprizing Adventures of Robinson Crusoe, of York' and 'The Fortunes and Misfortunes of the Famous Moll Flanders' and is considered to be one of the key figures in establishing the format of the English novel.",http://images.amazon.com/images/P/1853260738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260738.01.LZZZZZZZ.jpg
980,0312953968,The Edge of Honor,P. T. Deutermann,St. Martin's Paperbacks,1995,Fiction,"Leaving his home and wife for a tour of duty in Vietnam that could place him in a commander's position, Lt. Brian Holcomb witnesses his crew falling into drug-induced recklessness and faces an explosive showdown. Reprint.",http://images.amazon.com/images/P/0312953968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312953968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312953968.01.LZZZZZZZ.jpg
981,0140443487,Confucius: The Analects,Confucius,Penguin USA (Paper),1998,Philosophy,"Confucius' teachings, preserved by his students, consist of aphorisms and parables that illustrate his views on morality",http://images.amazon.com/images/P/0140443487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140443487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140443487.01.LZZZZZZZ.jpg
982,0451408691,Shadow Lover,Anne Stuart,Onyx Books,1999,Fiction,"Taking care of her dying Aunt Sally, the only mother she has ever known, Carolyn Smith is stunned when Sally's son Alex returns after eighteen years, especially since she witnessed his murder on the night of his supposed disappearance, and as she races against time to expose the sensual imposter, she enters a world of dark secrets, passion, and deceit. Original.",http://images.amazon.com/images/P/0451408691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451408691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451408691.01.LZZZZZZZ.jpg
983,0425161730,"Virtual Vandals (Tom Clancy's Net Force; Young Adults, No. 1)",Tom Clancy,Berkley Publishing Group,1999,Fiction,Here comes a Clancy first: a new series of novels for young adults starring a team of troubleshooting teens--the Net Force Explorers--who know more about cutting edge technology than their teachers!,http://images.amazon.com/images/P/0425161730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425161730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425161730.01.LZZZZZZZ.jpg
984,0679838864,"Junie B. Jones and a Little Monkey Business (Junie B. Jones 2, paper)",Barbara Park,Random House Children's Books,1993,Juvenile Fiction,"Through a misunderstanding, Junie B. thinks that her new baby brother is really a baby monkey, and her report of this news creates excitement and trouble in her kindergarten class.",http://images.amazon.com/images/P/0679838864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679838864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679838864.01.LZZZZZZZ.jpg
985,0812522834,An Armory of Swords,Fred Saberhagen,Tor Books (Mm),1996,Fiction,"Saberhagen has brought together some of the best fantasy writers in the field to create their own stories within the universe of his Lost Swords series. This book features works by Walter Jon Williams, Sage Walker, and a new tale by the master himself--Fred Saberhagen's ""Blind Man's Blade""--reveals how the Swords were originally thrust into the human realm.",http://images.amazon.com/images/P/0812522834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812522834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812522834.01.LZZZZZZZ.jpg
986,055380202X,The Universe in a Nutshell,S. W. Hawking,Bantam,2001,Science,"The author explores recent scientific breakthroughs in the fields of supergravity, supersymmetry, quantum theory, superstring theory, and p-branes as he searches for the Theory of Everything that lies at the heart of the cosmos.",http://images.amazon.com/images/P/055380202X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055380202X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055380202X.01.LZZZZZZZ.jpg
987,155709103X,George Washington's Rules of Civility and Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,Applewood Books,1994,History,"Copied out by hand as a young man aspiring to the status of Gentleman, the 110 precepts which make up this work were based on a set of rules composed by French Jesuits in 1595. The first English edition of these rules was available in Francis Hawkins' Youths Behavior, or Decency in Conversation Amongst Men, which appeared in 1640, and it is from this work that George Washington seems to have copied. However much he may have simplified them, these precepts had a strong influence on Washington, who aimed to always live by them. The rules focus on self-respect and respect for others through details of etiquette and offer pointers on such issues as how to dress, walk, eat in public, and address one's superiors.",http://images.amazon.com/images/P/155709103X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155709103X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155709103X.01.LZZZZZZZ.jpg
988,0140196099,Who Are You?: 101 Ways of Seeing Yourself,Malcolm Godwin,Penguin Books,2000,"Body, Mind & Spirit","A noted artist introduces 101 easy-to-follow ways to help readers identify their personal abilities, personality types, psychological strategies, and goals, examining the body, emotions, intellect, and spirit.",http://images.amazon.com/images/P/0140196099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140196099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140196099.01.LZZZZZZZ.jpg
989,0140139974,Sailor Song,Ken Kesey,Penguin Books,1993,Fiction,"In Alaska to film a famous children's book, the crew of a big-bucks Hollywood production company encounters a tribe of people who have had little contact with whites. By the author of One Flew Over the Cuckoo's Nest. Reprint.",http://images.amazon.com/images/P/0140139974.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140139974.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140139974.01.LZZZZZZZ.jpg
990,0446611913,Up Country,Nelson DeMille,Warner Vision,2003,Fiction,Retired Army investigator Paul Brenner is called back into service to investigate the death of a soldier thirty years earlier in Vietnam--a case that stirs up many unpleasant memories. Reprint.,http://images.amazon.com/images/P/0446611913.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611913.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611913.01.LZZZZZZZ.jpg
991,067102082X,The Gun Seller,Hugh Laurie,Washington Square Press,1998,Fiction,"A spoof of the spy genre set in Britain features a drifter who orchestrates a magnificent caper involving the CIA, international terrorists, arms dealers, a high-speed chase on skis, and buxom, blonde beauties.",http://images.amazon.com/images/P/067102082X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067102082X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067102082X.01.LZZZZZZZ.jpg
992,081673691X,You Can Never Go Home Again,Dyan Sheldon,Troll Communications,1995,Divorce,"When Angel and her mother move into a cottage on a cliff on Long Island, they find a ghost named BJ, who died during the '50s, already lives there. Part one of two.",http://images.amazon.com/images/P/081673691X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081673691X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081673691X.01.LZZZZZZZ.jpg
993,0312422326,Hand to Mouth: A Chronicle of Early Failure,Paul Auster,Picador USA,2003,Biography & Autobiography,"From the streets of Manhattan to Paris, a poignant memoir explains a series of ingenious and farfetched attempts to survive on next to no money, showing both the humor and desperation of being a ""have not."" Reprint. 15,000 first printing.",http://images.amazon.com/images/P/0312422326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312422326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312422326.01.LZZZZZZZ.jpg
994,0451456815,Not of Woman Born,Constance Ash,Roc,1999,Fiction,"A collection of stories that detail modern science's effect on humankind's notions of conception, birth, and parenting includes contributions from Michael Armstrong, Robert Silverberg, Susan Palwick, and others",http://images.amazon.com/images/P/0451456815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451456815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451456815.01.LZZZZZZZ.jpg
995,0671024205,The October Horse : A Novel of Caesar and Cleopatra,Colleen McCullough,Pocket,2003,Fiction,"Now in paperback--the sweeping epic of ancient Rome from the #1 bestselling author of ""The Thorn Birds"" that brings to life Gaius Julius Caesar during the last days of the Roman Republic.",http://images.amazon.com/images/P/0671024205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671024205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671024205.01.LZZZZZZZ.jpg
996,0312873115,The Land of Laughs : A Novel,Jonathan Carroll,Orb Books,2001,Fiction,"Have you ever loved a magical book above all others? Have you ever wished the magic were real? Welcome to The Land of Laughs. A novel about how terrifying that would be. Schoolteacher Thomas Abbey, unsure son of a film star, doesn't know who he is or what he wants--in life, in love, or in his relationship with the strange and intense Saxony Gardner. What he knows is that in his whole life nothing has touched him so deeply as the novels of Marshall France, a reclusive author of fabulous children's tales who died at forty-four. Now Thomas and Saxony have come to France's hometown, the dreamy Midwestern town of Galen, Missouri, to write France's biography. Warned in advance that France's family may oppose them, they're surprised to find France's daughter warmly welcoming instead. But slowly they begin to see that something fantastic and horrible is happening. The magic of Marshall France has extended far beyond the printed page...leaving them with a terrifying task to undertake.",http://images.amazon.com/images/P/0312873115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312873115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312873115.01.LZZZZZZZ.jpg
997,0553562606,A Dark and Hungry God Arises: The Gap into Power,Stephen R. Donaldson,Bantam,1993,Fiction,"In the sequel to The Real Story and Forbidden Knowledge, a scheme unravels to reveal deeper schemes. By the author of The Chronicles of Thomas Covenant. Reprint.",http://images.amazon.com/images/P/0553562606.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553562606.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553562606.01.LZZZZZZZ.jpg
998,0553297600,The Gap into Vision: Forbidden Knowledge (Forbidden Knowledge),Stephen Donaldson,Bantam,1992,Fiction,"With an enormous corporation in control of all explored space, beautiful Morn Hyland must use her feminine wiles to win the affections of Succorso and defeat her new enemy--an alien force intent on mutating human bodies into alien forms. Reprint.",http://images.amazon.com/images/P/0553297600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553297600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553297600.01.LZZZZZZZ.jpg
999,0743418719,Salem Falls,Jodi Picoult,Washington Square Press,2002,Fiction,"Robbed of his teaching career and reputation by a student's false accusations, Jack St. Bride is struggling to rebuild his life, but fresh accusations of rape by teenage girls from his former school threaten to destroy him again.",http://images.amazon.com/images/P/0743418719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418719.01.LZZZZZZZ.jpg
1000,0449911837,Davita's Harp,Chaim Potok,Ballantine Books,1996,Fiction,"The daughter of a nonbelieving Jewish mother and a nonbelieving gentile father--dedicated Communists both--Davita Chandal, growing up as the world suffers through the Spanish Civil War and World War II, turns to Judaism for consolation and spiritual sustenance",http://images.amazon.com/images/P/0449911837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449911837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449911837.01.LZZZZZZZ.jpg
1001,0553271644,Doom of the Darksword (Darksword Trilogy),Margaret Weis,Bantam,1988,Fiction,"Henry is generally well-behaved, but he is occasionally arrogant and vain. Henry is at heart a hard worker, but his frequent bouts of illness hinder his work.",http://images.amazon.com/images/P/0553271644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553271644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553271644.01.LZZZZZZZ.jpg
1002,0445405562,Cast a Yellow Shadow,Ross Thomas,Warner Books,1987,Fiction,"Directed by an anonymous perpetrator to kill a South African prime minster, soldier of fortune Michael Padillo is told that his partner's kidnapped wife will die if he fails to comply. Reissue.",http://images.amazon.com/images/P/0445405562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0445405562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0445405562.01.LZZZZZZZ.jpg
1003,0061056006,Cat on the Edge : A Joe Grey Mystery,Shirley Rousseau Murphy,Avon,1996,Fiction,"It's been quite a week for Joe Grey. First the large, powerful feline discovers that, through some strange, inexplicable phenomenon, he now has the ability to understand human language. Then he discovers he can speak it as well! It's a nightmare for a cat who'd prefer to sleep the day away carefree, but Joe can handle it. That is, until he has the misfortune to witness a murder in the alley behind Jolly's Deli -- and worse, to be seen witnessing it. With all of his nine lives suddenly at risk, Joe's got no choice but to get to the bottom of the heinous crime -- because his mouse-hunting days are over for good unless he can help bring a killer to justice.",http://images.amazon.com/images/P/0061056006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061056006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061056006.01.LZZZZZZZ.jpg
1004,0312062354,"The Awakening: Complete, Authoritative Text With Biographical &amp; Historical Contexts, Critical History, &amp; Essays from Five Contemporary Critica. Perspectives (Case Studies in Contemporary Criticism)",Kate Chopin,Bedford/st Martins,1992,Adultery,"Tradition and the female talent: The awakening as a solitary book / Elaine Showalter -- Personal property: exchange value and the female self in The awakening / Margit Stange -- Thanatos and eros: Kate Chopin's The awakening / Cynthia Griffin Wolff -- ""A language which nobody understood"": emancipatory strategies in The awakening / Patricia S. Yaeger -- The construction of ambiguity in The awakening: a linguistic analysis / Paula A. Treichler.",http://images.amazon.com/images/P/0312062354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312062354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312062354.01.LZZZZZZZ.jpg
1005,1853260215,Tom Jones (Wordsworth Classics),Henry Fielding,NTC/Contemporary Publishing Company,1999,Fiction,"Introduction and Notes by Doreen Roberts, Rutherford College, University of Kent at Canterbury. 'Tom Jones' is widely regarded as one of the first and most influential English novels. It is certainly the funniest. Tom Jones, the hero of the book, is introduced to the reader as the ward of a liberal Somerset squire. Tom is a generous but slightly wild and feckless country boy with a weakness for young women. Misfortune, followed by many spirited adventures as he travels to London to seek his fortune, teach him a sort of wisdom to go with his essential good-heartedness. This 'comic, epic poem in prose' will make the modern reader laugh as much as it did his forbears. Its biting satire finds an echo in today's society, for as Doris Lessing recently remarked ""This country becomes every day more like the eighteenth century, full of thieves and adventurers, rogues and a robust, unhypocritical savagery side-by-side with people lecturing others on morality"". AUTHOR: Henry Fielding (1707-1754) was an English novelist; building on the foundations put in place by Daniel Defoe and others, he was a major contributor to the form of the modern novel. He wrote four novels, of which the most enduring is 'The History of Tom Jones, a Foundling', widely regarded as among the finest books ever written.",http://images.amazon.com/images/P/1853260215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260215.01.LZZZZZZZ.jpg
1006,0345420748,While I Was Gone,Sue Miller,Ballantine Books,2002,Fiction,"Years after a friend was brutally murdered, Jo Becker is now married with a grown family, but when an old housemate moves nearby, Jo rekindles a relationship that takes her back to the past and threatens her future.",http://images.amazon.com/images/P/0345420748.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345420748.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345420748.01.LZZZZZZZ.jpg
1007,0393959058,"Walden and Resistance to Civil Government: Authoritative Texts, Thoreau's Journal, Reviews and Essays in Criticism (Norton Critical Editions)",Henry David Thoreau,W. W. Norton &amp; Company,1992,Literary Collections,"The classic chronicle of a communion with nature at Walden Pond offers a message of living simply and in harmony with nature, and Thoreau champions the belief that people of conscience are at liberty to follow their own opinions.",http://images.amazon.com/images/P/0393959058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393959058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393959058.01.LZZZZZZZ.jpg
1008,0375755195,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,Random House Trade,2002,Poetry,"Offers a collection of witty, emotional, and direct poems by the popular and critically acclaimed poet, including selections from his four previous collections and new works such as ""Man Listening to a Disc,"" about headphones.",http://images.amazon.com/images/P/0375755195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375755195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375755195.01.LZZZZZZZ.jpg
1009,0451210557,No Second Chance,Harlan Coben,Signet Book,2004,Fiction,"Shot twice by an unseen assailant, Dr. Marc Seidman lies in a hospital bed. His wife has been killed. His baby daughter has vanished. Then the ransom note arrives.",http://images.amazon.com/images/P/0451210557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451210557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451210557.01.LZZZZZZZ.jpg
1010,0380730367,Prayers for Rain (Patrick Kenzie/Angela Gennaro Novels),Dennis Lehane,HarperTorch,2000,Fiction,"When a former client jumps from the twenty-sixth floor, private investigator Patrick Kenzie digs into her past to uncover the psychopath responsible for her self-destruction.",http://images.amazon.com/images/P/0380730367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730367.01.LZZZZZZZ.jpg
1011,0571203035,Music of Chance,Paul Auster,Faber &amp; Faber Ltd,2001,Gambling,"'By the time Nashe understood what was happening to him, he was past the point of wanting it to end . . .' Following the death of his father and the inheritance of a large sum of money, Jim Nashe takes to the open road in pursuit of a 'life of freedom'. But as the money runs out he finds that his sense of disillusionment has only been compounded by his year on the road. However, having picked up Pozzi, a hitchhiking young gambler, he is drawn into a dangerous game of poker with Flower and Stone, two eccentric and reclusive millionaires. Unwittingly, Nashe finds himself in a situation in which, although the stakes have been raised, he will finally meet a challenge equal to his questions.",http://images.amazon.com/images/P/0571203035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571203035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571203035.01.LZZZZZZZ.jpg
1012,1561381489,The Zen Gardening Kit/Book and Japanese Rock Garden,D. Moore,Running Press Book Publishers,1992,Gardening,"The illustrated Zen Rock Gardening Book, an introduction to the art, and a creative guide to cultivation; and the Zen Garden, including a 10 1/4"" x 6"" wood tray, white sand, a wooden rake, and five rocks.",http://images.amazon.com/images/P/1561381489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1561381489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1561381489.01.LZZZZZZZ.jpg
1013,0446607134,Death of a Gossip (Hamish Macbeth Mysteries (Paperback)),M. C. Beaton,Warner Books,1999,Fiction,"When society widow and gossip columnist Lady Jane Winter's body is fished out of the river, Lochdubh Constable Hamish Macbeth and Priscilla Halburton-Smythe navigate the choppy waters of the tattler's life to find a murderer. Reprint.",http://images.amazon.com/images/P/0446607134.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607134.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607134.01.LZZZZZZZ.jpg
1014,0804111642,Citizen X: Killer Department,Robert Cullen,Ivy Books,1993,"Insane, Criminal and dangerous",Describes the murder spree of the Soviet Union's most brutal serial killer and recounts how Rostov detective Viktor Burakov hurdled the obstacles put in his way by an archaic Soviet system in order to bring the killer to justice. Reprint.,http://images.amazon.com/images/P/0804111642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804111642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804111642.01.LZZZZZZZ.jpg
1015,0618056734,"Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder",Richard Dawkins,Mariner Books,2000,Science,"Offers an assessment of what science is, how it feeds the human appetite for wonder, and how ""unweaving"" the mysteries of science can be even more beautiful than the mystery itself.",http://images.amazon.com/images/P/0618056734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618056734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618056734.01.LZZZZZZZ.jpg
1016,0395877431,Demonic Males : Apes and the Origins of Human Violence,Dale Peterson,Mariner Books,1997,Nature,"Draws on recent discoveries about human evolution to examine whether violence among men is a product of their primitive heritage, and searches for solutions to the problems of war, rape, and murder",http://images.amazon.com/images/P/0395877431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395877431.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395877431.01.LZZZZZZZ.jpg
1017,0425178927,The Raphael Affair (Art History Mysteries),Iain Pears,Prime Crime,2001,Fiction,"When a long-lost Raphael resurfaces, the painting triggers a chain of events that range from vandalism to murder, prompting an investigation by English art scholar Jonathan Argyll, who ends up on the run for his life. Reprint.",http://images.amazon.com/images/P/0425178927.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178927.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178927.01.LZZZZZZZ.jpg
1018,0226500624,Young Men &amp; Fire,Norman Maclean,University of Chicago Press,1993,Biography & Autobiography,"A witness to the Montana Mann Gulch fire of 1949 explores the mysteries of the tragedy, with eyewitness accounts, new evidence, and research from fire scientists",http://images.amazon.com/images/P/0226500624.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226500624.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0226500624.01.LZZZZZZZ.jpg
1019,0553381342,The Bonfire of the Vanities,TOM WOLFE,Bantam,2001,Fiction,"Sherman McCoy, a young investment banker in Manhattan, finds himself arrested following a freak accident and becomes involved with prosecutors, politicians, the press, and assorted hustlers. Reprint.",http://images.amazon.com/images/P/0553381342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553381342.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553381342.01.LZZZZZZZ.jpg
1020,0670910619,Matthew Flinders' Cat,Bryce Courtenay,Penguin Books Australia Ltd,0,Alcoholics,"Billy O'Shannessy, once a prominent barrister, is now on the street where he sleeps on a bench outside the State Library. Above him on the window sill rests a bronze statue of Matthew Flinders' cat, Trim. Ryan is a ten-year-old, a near street kid heading for all the usual trouble. The two meet and form an unlikely friendship.",http://images.amazon.com/images/P/0670910619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670910619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670910619.01.LZZZZZZZ.jpg
1021,1400033543,You Shall Know Our Velocity,DAVE EGGERS,Vintage,2003,Fiction,"After acquiring $32,000, Will and Hand, devastated over the death of their closest friend, travel around the world giving away the money, in a rowdy debut novel from the author of A Heartbreaking Work of Staggering Genius. Reprint. 125,000 first printing.",http://images.amazon.com/images/P/1400033543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400033543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400033543.01.LZZZZZZZ.jpg
1022,0553380966,The Diamond Age (Bantam Spectra Book),Neal Stephenson,Bantam,2000,Fiction,The story of an engineer who creates a device to raise a girl capable of thinking for herself reveals what happens when a young girl of the poor underclass obtains the device.,http://images.amazon.com/images/P/0553380966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553380966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553380966.01.LZZZZZZZ.jpg
