Book-Id,ISBN,Book-Title,Book-Author,Publisher,Year-Of-Publication,categories,description,Image-URL-S,Image-URL-M,Image-URL-L,tokenized_description
1152,0679723137,Invisible Man,Ralph Ellison,Random House~trade,1989,African American men,black man search success american dream leads college harlem growing sense personal rejection social invisibility,http://images.amazon.com/images/P/0679723137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679723137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679723137.01.LZZZZZZZ.jpg,"['black', 'man', 'search', 'success', 'american', 'dream', 'leads', 'college', 'harlem', 'growing', 'sense', 'personal', 'rejection', 'social', 'invisibility']"
1153,0440214920,Drawing Blood,POPPY BRITE,Dell,1994,Fiction,twenty years tortured cartoonist father killed mother siblings cartoonist trevor mcgee returns scene crime determined face demons past dark force threatening destroy,http://images.amazon.com/images/P/0440214920.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440214920.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440214920.01.LZZZZZZZ.jpg,"['twenty', 'years', 'tortured', 'cartoonist', 'father', 'killed', 'mother', 'siblings', 'cartoonist', 'trevor', 'mcgee', 'returns', 'scene', 'crime', 'determined', 'face', 'demons', 'past', 'dark', 'force', 'threatening', 'destroy']"
1154,0618260587,The Lord of the Rings,J. R. R. Tolkien,Houghton Mifflin Company,2002,Fiction,epic detailing great war ring struggle good evil middle earth tiny hobbits play key role,http://images.amazon.com/images/P/0618260587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618260587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618260587.01.LZZZZZZZ.jpg,"['epic', 'detailing', 'great', 'war', 'ring', 'struggle', 'good', 'evil', 'middle', 'earth', 'tiny', 'hobbits', 'play', 'key', 'role']"
1155,0140442413,The Agricola and the Germania: And the Germania (Penguin Classics),Cornelius Tacitus,Penguin Books,1971,History,agricola portrait julius agricola famous governor roman britain tacitus well loved respected father law first detailed account britain come us offers fascinating descriptions geography climate peoples country succinct account early stages roman occupation nearly fatally undermined boudicca revolt ad consolidated campaigns took agricola far anglesey northern scotland warlike german tribes focus tacitus attention germania like agricola often compares behaviour barbarian peoples favourably decadence corruption imperial rome,http://images.amazon.com/images/P/0140442413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140442413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140442413.01.LZZZZZZZ.jpg,"['agricola', 'portrait', 'julius', 'agricola', 'famous', 'governor', 'roman', 'britain', 'tacitus', 'well', 'loved', 'respected', 'father', 'law', 'first', 'detailed', 'account', 'britain', 'come', 'us', 'offers', 'fascinating', 'descriptions', 'geography', 'climate', 'peoples', 'country', 'succinct', 'account', 'early', 'stages', 'roman', 'occupation', 'nearly', 'fatally', 'undermined', 'boudicca', 'revolt', 'ad', 'consolidated', 'campaigns', 'took', 'agricola', 'far', 'anglesey', 'northern', 'scotland', 'warlike', 'german', 'tribes', 'focus', 'tacitus', 'attention', 'germania', 'like', 'agricola', 'often', 'compares', 'behaviour', 'barbarian', 'peoples', 'favourably', 'decadence', 'corruption', 'imperial', 'rome']"
1156,0061020095,The Crow: The Lazarus Heart (Crow),Poppy Z. Brite,HarperEntertainment,1999,Fiction,photographer jared poe waits louisiana death row executed murder lover imagine search true killer continue death shadowy realm crow,http://images.amazon.com/images/P/0061020095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061020095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061020095.01.LZZZZZZZ.jpg,"['photographer', 'jared', 'poe', 'waits', 'louisiana', 'death', 'row', 'executed', 'murder', 'lover', 'imagine', 'search', 'true', 'killer', 'continue', 'death', 'shadowy', 'realm', 'crow']"
1157,0399147314,"3 Complete Novels: True Betrayals, Montana Sky, Sanctuary",Nora Roberts,Putnam Publishing Group,2001,Fiction,three dramatic tales romantic suspense journey montana ranch virginia horse farm island coast georgia omnibus anthology features true betrayals montana sky sanctuary first printing,http://images.amazon.com/images/P/0399147314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147314.01.LZZZZZZZ.jpg,"['three', 'dramatic', 'tales', 'romantic', 'suspense', 'journey', 'montana', 'ranch', 'virginia', 'horse', 'farm', 'island', 'coast', 'georgia', 'omnibus', 'anthology', 'features', 'true', 'betrayals', 'montana', 'sky', 'sanctuary', 'first', 'printing']"
1158,0451410548,River of Ruin (Philip Mercer (Paperback)),Jack B. Du Brul,Onyx Books,2002,Fiction,bidding rare diary written french attempt dig panama canal geologist philip mercer finds caught complex chinese plot trigger shift world balance power,http://images.amazon.com/images/P/0451410548.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451410548.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451410548.01.LZZZZZZZ.jpg,"['bidding', 'rare', 'diary', 'written', 'french', 'attempt', 'dig', 'panama', 'canal', 'geologist', 'philip', 'mercer', 'finds', 'caught', 'complex', 'chinese', 'plot', 'trigger', 'shift', 'world', 'balance', 'power']"
1159,067176991X,Mystery Walk,Robert R. McCammon,Pocket,1992,Fiction,billy creekmore wayne falconer two young men remarkable psychic gifts learn use powers world threatened machinations elusive nightmarish enemy shape changer reissue,http://images.amazon.com/images/P/067176991X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067176991X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067176991X.01.LZZZZZZZ.jpg,"['billy', 'creekmore', 'wayne', 'falconer', 'two', 'young', 'men', 'remarkable', 'psychic', 'gifts', 'learn', 'use', 'powers', 'world', 'threatened', 'machinations', 'elusive', 'nightmarish', 'enemy', 'shape', 'changer', 'reissue']"
1160,0671737767,STINGER : STINGER,Robert McCammon,Pocket,1988,Fiction,remote texas town inferno creature evil beyond anything world ever encountered descends traps town ravages land grisly executions horrible mutations people rise final desperate battle author swan song original,http://images.amazon.com/images/P/0671737767.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671737767.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671737767.01.LZZZZZZZ.jpg,"['remote', 'texas', 'town', 'inferno', 'creature', 'evil', 'beyond', 'anything', 'world', 'ever', 'encountered', 'descends', 'traps', 'town', 'ravages', 'land', 'grisly', 'executions', 'horrible', 'mutations', 'people', 'rise', 'final', 'desperate', 'battle', 'author', 'swan', 'song', 'original']"
1161,0812531140,Anthonology,Piers Anthony,Tor Books,1986,Fiction,retrospective anthology tales highlighted accounts experiences shaped fantasy science fiction work,http://images.amazon.com/images/P/0812531140.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812531140.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812531140.01.LZZZZZZZ.jpg,"['retrospective', 'anthology', 'tales', 'highlighted', 'accounts', 'experiences', 'shaped', 'fantasy', 'science', 'fiction', 'work']"
1162,0385418868,The Power of Myth,Joseph Campbell,Anchor,1991,Philosophy,noted mythologist discusses relationship ancient myths modern life including discussions recent heros tales love marriage power myth mythic themes,http://images.amazon.com/images/P/0385418868.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385418868.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385418868.01.LZZZZZZZ.jpg,"['noted', 'mythologist', 'discusses', 'relationship', 'ancient', 'myths', 'modern', 'life', 'including', 'discussions', 'recent', 'heros', 'tales', 'love', 'marriage', 'power', 'myth', 'mythic', 'themes']"
1163,0060930055,You Can't Go Home Again,Thomas Wolfe,Perennial,1998,Fiction,novelist george webber driven hometown successful novel infuriates family friends depicted,http://images.amazon.com/images/P/0060930055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060930055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060930055.01.LZZZZZZZ.jpg,"['novelist', 'george', 'webber', 'driven', 'hometown', 'successful', 'novel', 'infuriates', 'family', 'friends', 'depicted']"
1164,031287751X,"Lovelock (The Mayflower Trilogy, Book 1)",Orson Scott Card,Tor Books,2001,Fiction,lovelock capuchin monkey engineered perfect servant intelligent agile pliant devoted owner witness privileged spend days nights observing life one earth brilliant scientists digital recording devices behind eyes heart desire please avoid pain owner inflict word loves lovelock voyage choose human would consider feelings capuchin monkey matter enhanced lovelock something special among witnesses little smarter humans smart enough break conditioning smart enough feel bonds slavery want freedom,http://images.amazon.com/images/P/031287751X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031287751X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031287751X.01.LZZZZZZZ.jpg,"['lovelock', 'capuchin', 'monkey', 'engineered', 'perfect', 'servant', 'intelligent', 'agile', 'pliant', 'devoted', 'owner', 'witness', 'privileged', 'spend', 'days', 'nights', 'observing', 'life', 'one', 'earth', 'brilliant', 'scientists', 'digital', 'recording', 'devices', 'behind', 'eyes', 'heart', 'desire', 'please', 'avoid', 'pain', 'owner', 'inflict', 'word', 'loves', 'lovelock', 'voyage', 'choose', 'human', 'would', 'consider', 'feelings', 'capuchin', 'monkey', 'matter', 'enhanced', 'lovelock', 'something', 'special', 'among', 'witnesses', 'little', 'smarter', 'humans', 'smart', 'enough', 'break', 'conditioning', 'smart', 'enough', 'feel', 'bonds', 'slavery', 'want', 'freedom']"
1165,0156260328,"The Diary Of Anais Nin, Volume 6 (1955-1966)",Anais Nin,Harvest Books,1977,Biography & Autobiography,nin continues debate use drugs versus artist imagination portrays many famous people arts recounts visits sweden brussels world fair paris venice nin looks life love art blend gentility acuity rare contemporary writing john barkham reviews edited preface gunther stuhlmann index,http://images.amazon.com/images/P/0156260328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156260328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156260328.01.LZZZZZZZ.jpg,"['nin', 'continues', 'debate', 'use', 'drugs', 'versus', 'artist', 'imagination', 'portrays', 'many', 'famous', 'people', 'arts', 'recounts', 'visits', 'sweden', 'brussels', 'world', 'fair', 'paris', 'venice', 'nin', 'looks', 'life', 'love', 'art', 'blend', 'gentility', 'acuity', 'rare', 'contemporary', 'writing', 'john', 'barkham', 'reviews', 'edited', 'preface', 'gunther', 'stuhlmann', 'index']"
1166,0440164176,New Centurions,Joseph Wambaugh,Dell Publishing Company,1987,Fiction,depicts brutal experiences rigorous training endured three los angeles policemen,http://images.amazon.com/images/P/0440164176.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440164176.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440164176.01.LZZZZZZZ.jpg,"['depicts', 'brutal', 'experiences', 'rigorous', 'training', 'endured', 'three', 'los', 'angeles', 'policemen']"
1167,0515118362,The Valentine Legacy,Catherine Coulter,Jove Books,1996,Fiction,antagonists jessie warfield james wyndham marry set search blackbeard treasure,http://images.amazon.com/images/P/0515118362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118362.01.LZZZZZZZ.jpg,"['antagonists', 'jessie', 'warfield', 'james', 'wyndham', 'marry', 'set', 'search', 'blackbeard', 'treasure']"
1168,0375760644,War and Peace (Modern Library Classics),LEO TOLSTOY,Modern Library,2002,Fiction,monumental russian classic reflects life times russian society napoleonic war,http://images.amazon.com/images/P/0375760644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375760644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375760644.01.LZZZZZZZ.jpg,"['monumental', 'russian', 'classic', 'reflects', 'life', 'times', 'russian', 'society', 'napoleonic', 'war']"
1169,0425192032,Lightning,Dean Koontz,Berkley,2003,Fiction,aided many crises throughout life almost miraculous intervention stranger laura shane learns nature awesome destiny thirtieth birthday stranger finally requests help reissue,http://images.amazon.com/images/P/0425192032.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192032.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192032.01.LZZZZZZZ.jpg,"['aided', 'many', 'crises', 'throughout', 'life', 'almost', 'miraculous', 'intervention', 'stranger', 'laura', 'shane', 'learns', 'nature', 'awesome', 'destiny', 'thirtieth', 'birthday', 'stranger', 'finally', 'requests', 'help', 'reissue']"
1170,0553345893,Glory and the Dream: A Narrative History of America 1932-1972,William Manchester,Bantam Books,1990,History,explore american history great depression two world wars korea anti war protests vietnam,http://images.amazon.com/images/P/0553345893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553345893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553345893.01.LZZZZZZZ.jpg,"['explore', 'american', 'history', 'great', 'depression', 'two', 'world', 'wars', 'korea', 'anti', 'war', 'protests', 'vietnam']"
1171,0345396553,"Ilse Witch (The Voyage of the Jerle Shannara, Book 1)",Terry Brooks,Del Rey Books,2001,Fiction,discovery body pairs last druids walker bob magical isle witch beautiful enigmatic young woman wields powerful magic epic voyage aboard jerle shannara solve mystery reprint,http://images.amazon.com/images/P/0345396553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345396553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345396553.01.LZZZZZZZ.jpg,"['discovery', 'body', 'pairs', 'last', 'druids', 'walker', 'bob', 'magical', 'isle', 'witch', 'beautiful', 'enigmatic', 'young', 'woman', 'wields', 'powerful', 'magic', 'epic', 'voyage', 'aboard', 'jerle', 'shannara', 'solve', 'mystery', 'reprint']"
1172,0142300705,A Year Down Yonder,Richard Peck,Puffin Books,2002,Juvenile Fiction,recession fifteen year old mary alice sent live feisty larger life grandmother rural illinois comes better understanding fearsome woman newbery medal winner ala notable book reprint,http://images.amazon.com/images/P/0142300705.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142300705.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142300705.01.LZZZZZZZ.jpg,"['recession', 'fifteen', 'year', 'old', 'mary', 'alice', 'sent', 'live', 'feisty', 'larger', 'life', 'grandmother', 'rural', 'illinois', 'comes', 'better', 'understanding', 'fearsome', 'woman', 'newbery', 'medal', 'winner', 'ala', 'notable', 'book', 'reprint']"
1173,0312876629,Songmaster,Orson Scott Card,Orb Books,2002,Fiction,sf classic author ender game kidnapped early age young singer ansset raised isolation mystical retreat called songhouse life filled music songs companions develops voice unlike heard ansset voice blessing curse young songbird reflect hopes fears auidence feels magnifying emotions use voice heal destroy discovered voice emperor waited decades ansset summoned imperial palace old earth many fates rest ansset hands songs soon put test either salve troubled conscience conqueror drive universe mad chaos songmaster haunting story power love tale man would destroy everything loves preserve humanity peace boy might sing world away,http://images.amazon.com/images/P/0312876629.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312876629.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312876629.01.LZZZZZZZ.jpg,"['sf', 'classic', 'author', 'ender', 'game', 'kidnapped', 'early', 'age', 'young', 'singer', 'ansset', 'raised', 'isolation', 'mystical', 'retreat', 'called', 'songhouse', 'life', 'filled', 'music', 'songs', 'companions', 'develops', 'voice', 'unlike', 'heard', 'ansset', 'voice', 'blessing', 'curse', 'young', 'songbird', 'reflect', 'hopes', 'fears', 'auidence', 'feels', 'magnifying', 'emotions', 'use', 'voice', 'heal', 'destroy', 'discovered', 'voice', 'emperor', 'waited', 'decades', 'ansset', 'summoned', 'imperial', 'palace', 'old', 'earth', 'many', 'fates', 'rest', 'ansset', 'hands', 'songs', 'soon', 'put', 'test', 'either', 'salve', 'troubled', 'conscience', 'conqueror', 'drive', 'universe', 'mad', 'chaos', 'songmaster', 'haunting', 'story', 'power', 'love', 'tale', 'man', 'would', 'destroy', 'everything', 'loves', 'preserve', 'humanity', 'peace', 'boy', 'might', 'sing', 'world', 'away']"
1174,0061054682,Fugitive Prince (Wars of Light &amp; Shadow),Janny Wurts,Eos,1998,Fiction,half brothers lysaer prince light arithon master shadow engage violent conflict wake vastmark warhost destruction strategies koriani enchantresses,http://images.amazon.com/images/P/0061054682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061054682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061054682.01.LZZZZZZZ.jpg,"['half', 'brothers', 'lysaer', 'prince', 'light', 'arithon', 'master', 'shadow', 'engage', 'violent', 'conflict', 'wake', 'vastmark', 'warhost', 'destruction', 'strategies', 'koriani', 'enchantresses']"
1175,0886776066,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, Book 3)",Tad Williams,Daw Books,1994,Fiction,miriaamele simon embark perilous quest war magic torn lands valiant followers josua lackhand struggle make stand storm king seemingly unstoppable evil forces reprint,http://images.amazon.com/images/P/0886776066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886776066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886776066.01.LZZZZZZZ.jpg,"['miriaamele', 'simon', 'embark', 'perilous', 'quest', 'war', 'magic', 'torn', 'lands', 'valiant', 'followers', 'josua', 'lackhand', 'struggle', 'make', 'stand', 'storm', 'king', 'seemingly', 'unstoppable', 'evil', 'forces', 'reprint']"
1176,0441444253,Killobyte,Piers Anthony,ACE Charter,1994,Fiction,magic killobyte wheelchair bound cop stands fights army sorcerers heartbroken girl heals pain role playing mystery player satisfies urge kill reprint,http://images.amazon.com/images/P/0441444253.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441444253.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441444253.01.LZZZZZZZ.jpg,"['magic', 'killobyte', 'wheelchair', 'bound', 'cop', 'stands', 'fights', 'army', 'sorcerers', 'heartbroken', 'girl', 'heals', 'pain', 'role', 'playing', 'mystery', 'player', 'satisfies', 'urge', 'kill', 'reprint']"
1177,0156443791,The Inheritors,William Golding,Harvest Books,1963,Fiction,impact small surviving band neanderthal food gatherers arrival homo sapiens clever ruthless killer,http://images.amazon.com/images/P/0156443791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156443791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156443791.01.LZZZZZZZ.jpg,"['impact', 'small', 'surviving', 'band', 'neanderthal', 'food', 'gatherers', 'arrival', 'homo', 'sapiens', 'clever', 'ruthless', 'killer']"
1178,084394580X,The Nightmare Chronicles,Douglas Clegg,Leisure Books,1999,Fiction,short stories master storyteller horror chill spine effectively reader keep paramedics standby says author dean koontz begins young boy held captive old tenement nightmares unfold,http://images.amazon.com/images/P/084394580X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/084394580X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/084394580X.01.LZZZZZZZ.jpg,"['short', 'stories', 'master', 'storyteller', 'horror', 'chill', 'spine', 'effectively', 'reader', 'keep', 'paramedics', 'standby', 'says', 'author', 'dean', 'koontz', 'begins', 'young', 'boy', 'held', 'captive', 'old', 'tenement', 'nightmares', 'unfold']"
1179,0671732528,Tales of Power,Carlos Castaneda,Washington Square Press,1991,Fiction,carlos taught last lessons juan genaro disappear including concepts naugal tonal ways impeccable warrior,http://images.amazon.com/images/P/0671732528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671732528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671732528.01.LZZZZZZZ.jpg,"['carlos', 'taught', 'last', 'lessons', 'juan', 'genaro', 'disappear', 'including', 'concepts', 'naugal', 'tonal', 'ways', 'impeccable', 'warrior']"
1180,0140156046,Libra (Contemporary American Fiction),Don DeLillo,Penguin Books,1991,Fiction,scheme two disgruntled cia agents stage unsuccessful attempt life president kennedy link cuba backfires erratic lee harvey oswald goes far,http://images.amazon.com/images/P/0140156046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140156046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140156046.01.LZZZZZZZ.jpg,"['scheme', 'two', 'disgruntled', 'cia', 'agents', 'stage', 'unsuccessful', 'attempt', 'life', 'president', 'kennedy', 'link', 'cuba', 'backfires', 'erratic', 'lee', 'harvey', 'oswald', 'goes', 'far']"
1181,0345331052,The Doom That Came to Sarnath,H. P. Lovecraft,Del Rey Books,1990,Fiction,city gems riches beyond dreams mortal men race conquerors celebrates triumph reaps horror glory,http://images.amazon.com/images/P/0345331052.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345331052.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345331052.01.LZZZZZZZ.jpg,"['city', 'gems', 'riches', 'beyond', 'dreams', 'mortal', 'men', 'race', 'conquerors', 'celebrates', 'triumph', 'reaps', 'horror', 'glory']"
1182,0671519980,The Leader In You : The Leader In You,Dale Carnegie,Pocket,1995,Self-Help,nearly century words works dale carnegie associates inc translated proven success claim verified millions satisfied graduates perpetual plus enrollment roster per week book sales including mega bestseller win friends influence people totaling thirty million copies leader coauthors stuart levine michael crom apply famed organization time tested human relations principles demonstrate anyone regardless job harness creativity enthusiasm work productively insights leading figures corporate entertainment sports academic political arenas encompassing interviews advice eminent authorities lee iacocca margaret thatcher comprehensive step step guide includes strategies help identify leadership strengths achieve goals increase self confidence eliminate us vs mentality become team player strengthen cooperation among associates balance work leisure control worries energize life much important investment ever make discover key unlocks leader,http://images.amazon.com/images/P/0671519980.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671519980.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671519980.01.LZZZZZZZ.jpg,"['nearly', 'century', 'words', 'works', 'dale', 'carnegie', 'associates', 'inc', 'translated', 'proven', 'success', 'claim', 'verified', 'millions', 'satisfied', 'graduates', 'perpetual', 'plus', 'enrollment', 'roster', 'per', 'week', 'book', 'sales', 'including', 'mega', 'bestseller', 'win', 'friends', 'influence', 'people', 'totaling', 'thirty', 'million', 'copies', 'leader', 'coauthors', 'stuart', 'levine', 'michael', 'crom', 'apply', 'famed', 'organization', 'time', 'tested', 'human', 'relations', 'principles', 'demonstrate', 'anyone', 'regardless', 'job', 'harness', 'creativity', 'enthusiasm', 'work', 'productively', 'insights', 'leading', 'figures', 'corporate', 'entertainment', 'sports', 'academic', 'political', 'arenas', 'encompassing', 'interviews', 'advice', 'eminent', 'authorities', 'lee', 'iacocca', 'margaret', 'thatcher', 'comprehensive', 'step', 'step', 'guide', 'includes', 'strategies', 'help', 'identify', 'leadership', 'strengths', 'achieve', 'goals', 'increase', 'self', 'confidence', 'eliminate', 'us', 'vs', 'mentality', 'become', 'team', 'player', 'strengthen', 'cooperation', 'among', 'associates', 'balance', 'work', 'leisure', 'control', 'worries', 'energize', 'life', 'much', 'important', 'investment', 'ever', 'make', 'discover', 'key', 'unlocks', 'leader']"
1183,0345442636,The Silent Gondoliers: A Fable,William Goldman,Del Rey Books,2001,Fiction,recounts story luigi gondolier secret sudden silence singing gondoliers venice grand canal,http://images.amazon.com/images/P/0345442636.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345442636.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345442636.01.LZZZZZZZ.jpg,"['recounts', 'story', 'luigi', 'gondolier', 'secret', 'sudden', 'silence', 'singing', 'gondoliers', 'venice', 'grand', 'canal']"
1184,0345396359,"Better Than Sex: Confessions of a Political Junkie (Gonzo Papers, Vol 4)",Hunter S. Thompson,Ballantine Books,1995,Language Arts & Disciplines,odyssey american electoral process provides insights observations presidential campaign,http://images.amazon.com/images/P/0345396359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345396359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345396359.01.LZZZZZZZ.jpg,"['odyssey', 'american', 'electoral', 'process', 'provides', 'insights', 'observations', 'presidential', 'campaign']"
1185,0156260557,Difficult Loves,Italo Calvino,Harvest Books,1985,Fiction,collection stories written author captures moments revelation lives ordinary people instants blending recognition alarm deceptions illusions laid bare,http://images.amazon.com/images/P/0156260557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156260557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156260557.01.LZZZZZZZ.jpg,"['collection', 'stories', 'written', 'author', 'captures', 'moments', 'revelation', 'lives', 'ordinary', 'people', 'instants', 'blending', 'recognition', 'alarm', 'deceptions', 'illusions', 'laid', 'bare']"
1186,0312241224,Birds of America : Stories,Lorrie Moore,Picador USA,1999,Fiction,national book critics circle award finalist new york times editors choice pulishers weekly best book year birds america stunning collection twelve stories lorrie moore one finest authors work today characteristic wit piercing intelligence unfolds series portraits lost unsettled america trademark humor fuels story pathos understanding,http://images.amazon.com/images/P/0312241224.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312241224.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312241224.01.LZZZZZZZ.jpg,"['national', 'book', 'critics', 'circle', 'award', 'finalist', 'new', 'york', 'times', 'editors', 'choice', 'pulishers', 'weekly', 'best', 'book', 'year', 'birds', 'america', 'stunning', 'collection', 'twelve', 'stories', 'lorrie', 'moore', 'one', 'finest', 'authors', 'work', 'today', 'characteristic', 'wit', 'piercing', 'intelligence', 'unfolds', 'series', 'portraits', 'lost', 'unsettled', 'america', 'trademark', 'humor', 'fuels', 'story', 'pathos', 'understanding']"
1187,0684843129,TWO GIRLS FAT AND THIN,Mary Gaitskill,Simon &amp; Schuster,1998,Fiction,reissued coincide paperback publication wanted captivating novel shimmers dark intensity wicked wit stunning synthesis eroticism rage pathos humor gaitskill fine storyteller pace brilliant metaphors new york times book review create haunting unforgettable journey dark side contemporary life deepest recesses soul,http://images.amazon.com/images/P/0684843129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684843129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684843129.01.LZZZZZZZ.jpg,"['reissued', 'coincide', 'paperback', 'publication', 'wanted', 'captivating', 'novel', 'shimmers', 'dark', 'intensity', 'wicked', 'wit', 'stunning', 'synthesis', 'eroticism', 'rage', 'pathos', 'humor', 'gaitskill', 'fine', 'storyteller', 'pace', 'brilliant', 'metaphors', 'new', 'york', 'times', 'book', 'review', 'create', 'haunting', 'unforgettable', 'journey', 'dark', 'side', 'contemporary', 'life', 'deepest', 'recesses', 'soul']"
1188,0062508113,The World's Religions: Our Great Wisdom Traditions,Huston Smith,HarperSanFrancisco,1991,History,provides introduction hinduism buddhism confucianism taoism islam judaism christianity native traditions americas australia africa oceania,http://images.amazon.com/images/P/0062508113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062508113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062508113.01.LZZZZZZZ.jpg,"['provides', 'introduction', 'hinduism', 'buddhism', 'confucianism', 'taoism', 'islam', 'judaism', 'christianity', 'native', 'traditions', 'americas', 'australia', 'africa', 'oceania']"
1189,0374522596,The Control of Nature,John McPhee,Noonday Press,1990,Nature,control nature john mcphee bestselling account places people locked combat nature taking us deep contested territories mcphee details strageties tactics people attempt control nature striking depiction main contestants nature complex awesome guises attempting wrest control stubborn sometimes foolhardy often ingenious always arresting characters,http://images.amazon.com/images/P/0374522596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374522596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374522596.01.LZZZZZZZ.jpg,"['control', 'nature', 'john', 'mcphee', 'bestselling', 'account', 'places', 'people', 'locked', 'combat', 'nature', 'taking', 'us', 'deep', 'contested', 'territories', 'mcphee', 'details', 'strageties', 'tactics', 'people', 'attempt', 'control', 'nature', 'striking', 'depiction', 'main', 'contestants', 'nature', 'complex', 'awesome', 'guises', 'attempting', 'wrest', 'control', 'stubborn', 'sometimes', 'foolhardy', 'often', 'ingenious', 'always', 'arresting', 'characters']"
